channel_id,category_name,duration,tags,description,on_trending_date,off_trending_date,on_rank,off_rank,on_views,off_views,on_likes,off_likes,on_dislikes,off_dislikes,on_comments,off_comments,on_channel_subscribers,off_channel_subscribers,on_channel_total_views,off_channel_total_views,on_channel_total_videos,off_channel_total_videos,new_tags,Month
CHE_M8A,Science & Technology,PT1H46M49S,"['m1x', '2021', 'ipad', 'm1x macbook pro', 'ios', 'june', 'wwdc 2021', 'mac', 'm1', 'apple special event', 'developers', 'apple keynote', 'imac', 'world wide developers conference', 'ios 15', 'swift', 'ipad pro', 'keynote', 'apple', 'apple event', 'wwdc', 'swiftui', 'apple wwdc', 'iphone']","Watch the WWDC21 Apple Keynote for an in-depth look at updates on iOS, iPadOS, watchOS, tvOS, macOS, AirPods, and Privacy, broadcasting from Apple Park.To watch the event interpreted in American Sign Language (ASL), please click here: https://youtu.be/iW6WTo4lZxQ00:00:00 Introduction 5:17 iOS34:22 AirPods37:38 iPadOS48:39 Privacy53:13 iCloud57:05 Health1:07:16 watchOS1:14:12 Home1:19:52 macOS1:33:18 Developer Technologies and App StoreFor more on the Apple Worldwide Developers Conference click here: https://developer.apple.com/wwdc21/‘Smile’ - Wolf Alice http://apple.co/WolfAliceSmile‘Wait, I Lied’ - Alfie Templeman http://apple.co/WaitILied‘Pumpin Blood’ - NONONO http://apple.co/PumpinBlood‘Oh, What a World’ - Kacey Musgraves http://apple.co/OhWhataWorld‘On and On’ - Curtis Harding http://apple.co/OnandOn‘On Top of the World’ - Imagine Dragons http://apple.co/OnTopoftheWorld‘Nobody but You’ - Boston Bun http://apple.co/NobodybutYou‘just like magic’ - Ariana Grande http://apple.co/justlikemagic‘Ferris Wheel’ - Gilligan Moss http://apple.co/FerrisWheel‘My World’ - Toulouse ‘Motorbike’ - Leon Bridges http://apple.co/Motorbike‘Mossa’ - moa moa ‘Film Scene Daydream’ - Alife Templeman http://apple.co/FilmSceneDaydream‘TUNG TIED (feat. Rico Nasty)’ - LoveLeo http://apple.co/TUNGTIED#AppleEvent #WWDC21 #AppleKeynoteWelcome to the official Apple YouTube channel. Here you’ll find news about product launches, tutorials, and other great content. Apple’s more than 160,000 employees are dedicated to making the best products on earth, and to leaving the world better than we found it.",2021-06-09,2021-06-09,26,26,5521217,5521217,235946,235946,5219,5219,0,0,14300000,14300000,737309149,737309149,200,200,apple,6
CHR-qpX,Comedy,PT32S,"['라면맛있게먹는방법', '로제신라면', '라면요리']",당신이 SNS에 난리난 '로제 신라면'을 절대 알 수 없는 이유에 대해서 진지하게 알려드립니다. #shorts문의 : cooking7564@gmail.com🎵 브금대통령🎵Track :  https://youtu.be/1zMu5dhb7V0,2021-06-03,2021-06-06,18,49,145878,392037,4472,8836,157,425,225,444,151000,156000,57875389,61024832,69,71,라면요리,6
CHR-qpX,Comedy,PT34S,"['라면맛있게먹는방법', '라면요리', '불닭볶음면']",당신이 4가지 치즈 불닭볶음면을 알 수 없는 이유에 대해서 진지하게 알려드립니다.#shorts문의 : cooking7564@gmail.com🎵 브금대통령🎵Track :  https://youtu.be/1zMu5dhb7V0,2021-06-08,2021-06-09,32,49,226707,276987,4316,4650,217,283,364,410,158000,159000,62336535,62838222,72,72,라면요리,6
CHgp0KT,Sports,PT30M36S,"['한다감골프실력', '한다감한은정', '김국진유튜브', '국진채널', '국진tv', '한다감골프', '김국진골프', '김국진골프tv', '여배우골프', '한은정', '김국진tv', '김구라김국진', '한은정한다감', '여배우골프실력', '한다감', '김국진채널', '국진', '김국진골프영상', '한은정골프', '골프실력', '김국진골프채널', '김국진']",#김국진#골프#국진TV김국진의 친근한 골프채널!국진TV 거침없는 골프의 매력에 빠져보세요~*매주 월요일 오후 8시 업로드*광고 및 비즈니스 문의: gookjintv@naver.com,2021-06-30,2021-07-01,29,38,327818,433154,4782,5445,87,111,539,616,128000,129000,8567866,8808974,15,15,국진,6
CHgp0KT,Sports,PT28M,"['국진채널', '김구라김국진', '국진tv', '김국진골프영상', '한다감골프', '김국진골프', '김국진골프tv', '김국진tv', '여배우골프', '한다감', '김국진채널', '한다감배우', '김국진골프채널', '여배우', '김국진', '국진', '김국진유튜브']",#김국진#골프#국진TV김국진의 친근한 골프채널!국진TV 거침없는 골프의 매력에 빠져보세요~*매주 월요일 오후 8시 업로드*광고 및 비즈니스 문의: gookjintv@naver.com,2021-06-16,2021-06-18,7,19,592994,839209,8252,10103,196,277,700,795,109000,112000,6145130,6742051,13,13,국진,6
CHtfriF,People & Blogs,PT14M,"['웹드라마', '이예영', '이과장', '중소웹드', '백진상', '정이사', '빠니보틀', '김경민', '강성훈', '중소기업', '좋좋소', '남현우', '정사장', '조충범', '이미나', '김태영', '진아진', '중낳괴', '김지훈']","※ 실제 장소나 인물, 회사 등과는 관계 없는 픽션입니다.남성복이 필요해???😯정장부터 캐주얼까지👔다양한 스타일이 있는 오스틴리드!가격까지 저렴하다고!?💸오스틴리드가 궁굼하다면?https://bit.ly/2UjVlPl조대리 - 곽윤기 (https://youtube.com/c/%EA%BD%89%EC%9E%A1%EC%95%84%EC%9C%A4%EA%B8%B0Kwakyoongy)백진상 - 김경민(https://instagram.com/zolini21)김지훈 - 장명운(https://instagram.com/my.uun)정이사 - 조정우((https://instagram.com/brix_oddball)이예영 - 진아진(https://instagram.com/jinaxn_)조충범 - 남현우(https://instagram.com/korea_grandson)이미나 - 김태영(https://www.instagram.com/harukxx)정사장 - 강성훈(https://www.youtube.com/channel/UClQDmyz9V93lA1mz2VG51ZA)이과장 - 이과장(https://instagram.com/managerlee18)나레이션 - 여행자메이(https://youtube.com/c/TravelerMay)촬영 - 이태동(https://instagram.com/t.d_lee)음악 - 조정우(https://www.youtube.com/channel/UCJ-Q5uiqn8ycKEPzBxTOB0A)총 감독 - 빠니보틀(https://www.youtube.com/channel/UCNhofiqfw5nl-NeDJkXtPvw)스텝연출부 - 강형규연출부 - 문성산제작 - 이태동PD - 이소희제작부 - 강민기제작부 - 김건태제작부 - 김홍석촬영 - 이태동촬영B - 정진혁촬영부 - 우수진촬영부 - 정인혁동시녹음 - 김민붐오퍼 - 김지수붐오퍼 - 정예빈미술/의상 - 김현지미술/의상 - 김은현편집/DI - 김동현편집부 - 김형우",2021-06-21,2021-06-22,26,46,826288,920908,12149,13867,188,201,4023,4248,431000,432000,89368940,89879523,234,234,이과장,6
CH4sIlW,People & Blogs,PT14M54S,"['연애', 'qna', 'qa', '은냔', '브이로그', '커플 큐앤에이', '장거리연애', '은찬', '장거리 커플', '냔지', 'nyanji']","• 오늘도 찾아와주신 냠냠이분들 감사드려요 .• ❤︎❤︎ 현지 - @quya_a https://instagram.com/quya_a?utm_medi...❤︎ 은찬 - @eun._.nyan https://instagram.com/eun._.nyan?utm_...—————————————————————————————* 여기에 없는 정보는 저도 모르는 것..! 🥺• 상의 - 정보Xㅣ오렌즈 비비링 초코• 립 - 에뛰드 초코무스 틴트 1호• 페리페라 - 션샤인 치크 2호• 목걸이&귀걸이 - 쥰쥬얼리—————————————————————————————(선물 보내는 곳 주소를 많이 여쭤보셔서 적어놓을게요 🎁💕)- 서울특별시 용산구 서빙고로 17 , 센트럴파크타워 3층“악의적인 댓글, 영상 내 인물에 대한 허위 사실 유포는 모두 삭제 • 차단합니다.” (명예훼손은 소속사를 통해 고소 처리하고 있음을 알려드립니다.)—————————————————————————————비즈니스 문의 : nyanji821@gmail.com—————————————————————————————COPYRIGHT ⓒ 2016 냔지 ALL RIGHTS RESERVED.—————————————————————————————",2021-06-15,2021-06-16,27,42,199102,227322,5939,6185,76,105,432,439,327000,327000,53820084,53923989,126,126,냔지,6
CHZVD--,Entertainment,PT9M17S,"['불냉면', '치킨', '냉면', '치킨불냉면']",영상에 나오는 캐릭터의 이름은 파도비 입니다. 고양이가 아니라 파란 도깨비입니다. #수다면#치킨불냉면BGM:유료 음원사이트 Artlist 를 이용했습니다. 아래 URL을 통해 가입하시면 저와 가입하신분 모두에게 2개월 추가 혜택이 있습니다. https://artlist.io/gwana-1871475,2021-06-26,2021-06-27,28,45,293559,374698,7121,8165,121,154,1083,1173,627000,628000,75327083,75685030,70,70,냉면,6
CH31-nU,People & Blogs,PT17M30S,"['칼국수', '페라리', '람보르기니아벤타도르', '휴먼스토리', '자동차', '인간극장', '카푸어', '직업의모든것', '포르쉐', '창업', '람보르기니', '아벤타도르']",#휴먼스토리 #조조칼국수 #대구출연문의 koreahooning@gmail.com,2021-07-01,2021-07-04,4,50,603847,1266999,6905,11464,312,588,1185,1617,162000,176000,25730719,27854845,100,103,창업,6
CH31-nU,People & Blogs,PT10M,"['칼국수', '페라리', '람보르기니아벤타도르', '휴먼스토리', '자동차', '인간극장', '카푸어', '직업의모든것', '포르쉐', '창업', '람보르기니', '아벤타도르']",#휴먼스토리 #조조칼국수 #대구출연문의 koreahooning@gmail.com,2021-07-02,2021-07-04,8,45,345130,669731,5033,7258,162,260,902,1217,166000,176000,26371541,27854845,101,103,창업,6
CHuKdaT,Music,PT3M39S,"['hello future  the 1st album repackage', '오르골 life is still going on', 'nct dream']",Provided to YouTube by SM Entertainment오르골 Life Is Still Going On · NCT DREAMHello Future - The 1st Album Repackage℗ 2021 SM EntertainmentReleased on: 2021-06-28Producer: Sam KlempnerLyricist: January 8thComposer: Uzoechi EmenikeComposer: Sam KlempnerAuto-generated by YouTube.,2021-06-30,2021-07-01,26,36,675268,913358,86542,95838,204,307,71,74,546,548,108220366,109403593,95,95,,6
CHdtRAc,Sports,PT9M41S,"['플라이보드', '헬스', '다이어트', '운동', '수영', '한강', '서울']",#한강 #운동 #플라이보드박진민 플라이보드 선수님께 플라이보드 일일 강습을 받았습니다!,2021-06-28,2021-06-29,12,38,1690329,1844987,15779,16662,330,362,2998,3119,3070000,3070000,466984219,468268667,578,578,다이어트,6
CHZVD--,Entertainment,PT3M7S,"['밥말아', '비빔면', '진라면', '신라면', '라면밥', '라조또', '짜파게티', '라면덮밥', '불닭볶음면']",오늘의 먹기술은 라면에 밥을 맛있게 말아 먹는 방법 입니다. 여러분만의 먹기술이 있다면 댓글로 공유해주세요! #먹기술 #라면밥BGM: Antony Vega - On The Edge 유료 음원사이트 Artlist 를 이용했습니다. 아래 URL을 통해 가입하시면 저와 가입하신분 모두에게 2개월 추가 혜택이 있습니다. https://artlist.io/gwana-1871475,2021-06-12,2021-06-12,48,48,277756,277756,8710,8710,165,165,853,853,613000,613000,72146926,72146926,68,68,냉면,6
CHuKdaT,Music,PT3M41S,"['hello future  the 1st album repackage', 'hello future', 'nct dream']",Provided to YouTube by SM EntertainmentHello Future · NCT DREAMHello Future - The 1st Album Repackage℗ 2021 SM EntertainmentReleased on: 2021-06-28Producer: MoonshineLyricist: KENZIEComposer: KENZIEComposer: MoonshineComposer: Adrian McKinnonAuto-generated by YouTube.,2021-06-30,2021-07-01,20,28,301750,418077,15286,17417,142,186,6,6,546,548,108220366,109403593,95,95,,6
CHgeeQu,Entertainment,PT7M18S,"['임영웅shotrts', '임영웅신곡', '임영웅영상', '임영웅댄스', '임영웅광고', '인디안', 'tv조선', '임영웅별빛같은나의사랑아', '웰메이드임영웅', '임영웅', '웰메이드', '젊음을그대에게', '웰송1', '트롯웰송', '사랑의콜센타', '릴스 노래', '릴스 챌린지', '웰송', '임영웅유튜브', '영웅', '트로트', '히어로', '트롯웰송3', '임영웅노래', '임영웅shorts', '웰송3', '임영웅트롯웰송', '브루노바피', '사랑의콜센터', '신곡', '웰송2', '임영웅웰송']","웰송3 촬영 비하인드 영상 대/공/개!임영웅의 출구없는 매력 속으로~ 웃음꽃 가득한 현장 영상 보고,영상 속 임영웅 추천 아이템도 만나보세요. [웰메이드 x 임영웅] 영웅스런 여름나기 상품 보러가기: https://bit.ly/3icoiGC",2021-06-09,2021-06-10,17,37,93781,111036,18537,19520,70,99,1084,1143,42300,42400,20900073,20950904,179,179,브루노바피,6
CHIA-LP,Entertainment,PT11M56S,['케이'],"※해당 영상은 우측 상단, 유료광고 배너를 포함하고있습니다○광고문의: wndrb1123@nate.com■아프리카TV: http://afreecatv.com/zpdl1313■페이스북: https://www.facebook.com/junggyu2?fref=ts■인스타그램: wndrb1123#나는미도 #미도 #100일",2021-06-17,2021-06-17,35,35,575074,575074,7328,7328,284,284,634,634,785000,785000,510809528,510809528,3146,3146,케이,6
CHIA-LP,Entertainment,PT16M31S,['케이'],"※해당 영상은 우측 상단, 유료광고 배너를 포함하고있습니다○광고문의: wndrb1123@nate.com■아프리카TV: http://afreecatv.com/zpdl1313■페이스북: https://www.facebook.com/junggyu2?fref=ts■인스타그램: wndrb1123#나는미도 #미도",2021-06-06,2021-06-08,6,34,743368,1009119,8004,9335,765,1369,733,871,780000,781000,505728512,506676304,3137,3138,케이,6
CHIA-LP,Entertainment,PT9M30S,['케이'],"※해당 영상은 우측 상단, 유료광고 배너를 포함하고있습니다○광고문의: wndrb1123@nate.com■아프리카TV: http://afreecatv.com/zpdl1313■페이스북: https://www.facebook.com/junggyu2?fref=ts■인스타그램: wndrb1123#나는미도 #미도",2021-06-08,2021-06-08,36,36,534431,534431,5560,5560,235,235,389,389,781000,781000,506676304,506676304,3138,3138,케이,6
CHQabOR,News & Politics,PT3M49S,"['오토캠핑', '낚시터', '물놀이', '통증', '캠핑장', '먹파리', '해수욕장', 'mosquito', '샌드플라이', '캠핑족', '낚시', '캠핑', '해충', '스브스뉴스', '곤충', '초가을', '여름', '더위', '상처', '피부', '팔', '침', '캠핑카', '차박', '휴가', '딱지', '다리', '고통', 'camping', '해안가', '늦여름', '모기', '피서', '파리', '차박캠핑', 'fly', '가려움', '바다', '물집', '캠핑용품', '발목', '초여름', '바닷가', '무더위', '차박캠핑 여행', '여름휴가', '손', '벌레', '흉터', '방역', '바다여행', '등산', '깡패', '바다낚시']","모기에 물린 줄 알았는데 그 증세가 심상치 않다면 이 벌레를 의심해봐야 합니다.흔히 샌드플라이로 알려져있는 먹파리입니다. 주로 6월부터 9월까지 캠핑장 낚시터 바닷가 등 물가에서 출현하는 먹파리는 강력한 스킬로 우리 인간을 사냥합니다.모기보다 훨씬 강력한 먹파리는 대체 어떤 능력이 있길래 우리를 이토록 아프게 하는 걸까요? 여름철 깡패 곤충 먹파리를 계속 만날 수 밖에 없는 이유와 만났을 때의 대처법까지! 스브스뉴스가 알려드립니다.✔ 뉴스에는 위아래가 없다, 스브스뉴스- 스브스뉴스 링크 -Facebook : https://www.facebook.com/subusunews​​​Instagram :  https://www.instagram.com/subusunews/​​​홈페이지 : https://news.sbs.co.kr/news/subusuNews.do?plink=GNB&cooper=SBSNEWS",2021-06-12,2021-06-12,34,34,501073,501073,8104,8104,119,119,2087,2087,664000,664000,661375507,661375507,2420,2420,중국,6
CHQabOR,News & Politics,PT3M45S,"['군사', '중국 해군력', '중국 대만 전쟁 시나리오', '중국 군사력 증강', '중국 대만 파인애플', '군대', '미국', '중국 군사력 실체', '중국 미국 전쟁', '전투기', '미사일', 'korea', '헬리콥터', '중국 대만 군사력', '중국 군대', '군사력 해외반응', '밀리터리', '군사력', '스브스뉴스', '중국 대만 전쟁 한국', '중국 군사', '해군', '중국 군사력', '폭격기', '공군', '군사력 순위', '중국', '장갑차', '중국 해군', '차이나', '중국 군사력 순위', '중국 대만 전쟁', '육군', 'china', '국방부', '대만 군사력', '중국 미국 전쟁 시나리오', '항공모함', '미국 중국 군사력', '한국', '중국 미국 군사력', '대만', 'war', '타이완']","최근 중국과 타이완의 군사적 갈등이 고조되고 있습니다. 중국은 타이완 침공을 가정한 군사 훈련을 벌이고 타이완도 이에 맞서 방어 훈련을 강화했습니다.중국이 인민해방군 건군 100주년인 2027년 즉 6년 안에 타이완을 무력침공할 것이란 전망까지 나오고 있는 상황, 실제 전쟁 가능성은 얼마나 될까요? 자세한 내용은 영상으로 확인하세요! ✔ 뉴스에는 위아래가 없다, 스브스뉴스- 스브스뉴스 링크 -Facebook : https://www.facebook.com/subusunews​​​Instagram :  https://www.instagram.com/subusunews/​​​홈페이지 : https://news.sbs.co.kr/news/subusuNew...​",2021-06-06,2021-06-08,12,45,288634,521076,3222,5019,133,248,3143,4707,663000,663000,658231519,659522835,2412,2414,중국,6
CHYnfy2,People & Blogs,PT14M35S,"['훌랄라치킨', '지코바치킨', '수준이다른치킨', '오븐에빠진닭', '바베큐치킨', '구운치킨', '숯불바베큐치킨', '굽네치킨', '치킨먹방']",🎵Music provided by 브금대통령🎵Track : Piece of Cake 2 - https://youtu.be/B-4vvVxJX1I(수익 전액 기부) 돼지 머리띠 : https://bit.ly/3sVGupK(수익 전액 기부) 소주 코인 목걸이 : https://bit.ly/3nnFs4R인스타그램 : http://www.instagram.com/juy93​#이번삼행시 #재미없으니까 #끝까지보지마세요,2021-06-24,2021-06-26,16,44,505088,628522,11530,13175,260,385,1614,1832,521000,522000,82550633,83030524,140,140,다이어트자극,6
CHZVD--,Entertainment,PT3M50S,Null,"치즈아이스크림 버거를 만들어 봤습니다.요리법↓↓↓↓ ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ[재료]ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ모닝빵 계란4개 베이컨 200g 설탕 100g 메이플 시럽  생크림 500ml  우유 250ml 버터체다치즈 10장 파마산 치즈 4술 마스카포네치즈 80g 플레인 크림치즈 200g 식용색소 (선택사항) ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ[레시피]ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ1.  계란 4개의 노른자를 분리한 뒤, 냄비에 넣고 설탕 100g을 넣고 섞습니다. 2. 1에 크림치즈 200g, 체다치즈 10장, 파마산 치즈 4술, 우유 250ml를 넣고 약불로 가열하며 섞습니다.이때, 끓어오르지 않도록 유의 합니다. 3. 재료가 다 녹아 섞이면 불을 끄고 미지근해질때 까지 식힙니다. 4. 생크림 300ml를 휘핑해서 단단하게 만듭니다. 5. 3이 다 식으면 체에 걸러 4에 넣어 섞습니다. 이때 좀 더 노란빛을 원하시면 식용색소를 넣어주세요. 6. 원하는 모양의 용기에 담아 냉동실에 얼립니다. 7. 베이컨 200g을 잘게 잘라 바싹 볶습니다. 8.접시에 키친타올을 깔고 볶은 베이컨을 놓고 식힙니다. 9. 생크림 200ml에 마스카포네 치즈80g, 메이플시럽 6술을 넣고 휘핑합니다. 10. 완전히 식은 8을 9에 넣고 섞습니다. 11. 모닝빵을 반으로 잘라, 버터를 발라 굽습니다. 다 구워진 모닝빵윗부분에 녹인 버터를 바릅니다. 12. 완전히 얼은 6을 원하는 크기로 자르거나 퍼냅니다. 13. 모닝빵 밑부분에 메이플 시럽을 바르고, 12를 올리고 10을 얹은뒤, 모닝빵 윗부분을 얹으면, 치즈아이스크림버거 완성입니다.",2021-06-19,2021-06-20,32,40,319925,410897,9545,11055,208,274,1121,1223,620000,622000,73707418,74037976,69,69,냉면,6
CHl7MKZ,Education,PT41S,"['녹말요오드', '과학실험', '쇼츠']",밥에 빨간약을 부으면 어떻게 될까요?#아이오딘녹말반응 #과학실험,2021-06-12,2021-06-12,46,46,1187266,1187266,13596,13596,1358,1358,1776,1776,194000,194000,85768528,85768528,252,252,shorts,6
CH81Kll,Entertainment,PT8M9S,"['커플링 장난', '커플 채널', 'couple prank', '커플 데이트 브이로그', '커플 유튜버', '잃어버린 커플링', '푸들커플', 'couple', '커플 브이로그', '커플링 잃어버림', 'couple vlog', '커플 일상', '커플링', '커플', 'couple pranks', '여자친구 커플링', '커플 유튜브', '커플 장난', '커플 vlog']",🙆🏻‍♂️본형이 인스타 paikbonhttps://instagram.com/paikbon?igshid=nmh4losowmpl🙆🏼‍♀️소연이 인스타 1993_x_syhttps://instagram.com/1993_x_sy?igshid=ook3twmk6i4i💑푸들커플 인스타 poodlecouplehttps://instagram.com/poodlecouple?igshid=bnppioquopo9👫푸들커플 페이스북https://www.facebook.com/poodlezzang좋아요 & 구독 부탁드려요❤️*모든 비즈니스 문의는 메일로 부탁드립니다😊* 👉🏻 paikbonhyung@gmail.com,2021-06-04,2021-06-05,30,43,230266,275533,4204,4492,120,162,265,275,451000,451000,131420839,131661065,307,307,커플,6
CHs8R3n,Entertainment,PT58S,"['스토리', '팩토리', '유튜버', '유튜브']","첫 번째 수정 예정: 6월 30일 24:00이후 24시간 간격으로 매일 수정Q. 클릭 전에는 1분 1초였는데 클릭하면 왜 1분인가요?A. 원래 유튜브가 좀 이상한 점이 많아요 ㄹㅇㅋㅋ--지난 영상들 관련 간단한 공지입니다공약 영상이 유튜브 정책 위반으로 삭제되어그에 관한 해명과 공지 영상을 올렸는데그 영상도 정책 위반으로 삭제되어버렸고이번에는 채널에 경고까지 받았습니다ㅠㅠ아무튼 기부 단체에는 연락을 해둔 상태이며결재가 올라가는 대로 기부가 가능하다고,일주일 내로 처리된다고 말씀하시네용돈 기반 영상들에 계속 크고 작은 문제가 생기고 있는데앞으로 돈을 기반으로 하는 컨텐츠는 자제하거나하더라도 방향성을 조금 바꿔서 진행해야 할 것 같네요",2021-07-02,2021-07-03,38,49,2201007,2746896,74092,82131,710,975,95208,103665,404000,409000,36006665,37794427,22,22,도네,6
CHiNS0K,Howto & Style,PT26S,"['수박바 역재생', '수박바 만들기', '아이스크림 만들기']",#shorts #수박바 #아이스크림오늘은 수박바를 만들어봤습니다..^^,2021-07-01,2021-07-03,14,48,543066,1089517,7918,15136,799,1557,712,1170,17900,19300,11875448,13331794,58,60,만들기,6
CHuDLnJ,People & Blogs,PT17M25S,"['참숯갈비', 'charcoal grilled spareribs', '먹두리', '돼지갈비', '양념갈비']",집 나간 입맛 돌아오게 만드는 채널 먹두리에서 여러분께 정말 맛있는 먹방 보여 드립니다.  아~ 배고파~[구독과 좋아요]  많이 많이 부탁드립니다.^^,2021-06-05,2021-06-07,31,48,188004,303423,6423,8090,119,179,1140,1362,15000,20500,621026,845506,5,6,grilled,6
CHOp66V,Pets & Animals,PT2M27S,"['고양이', '지능테스트']",,2021-06-25,2021-06-26,36,46,409424,490682,22903,24724,74,89,2630,2782,1100000,1100000,355720707,356064588,394,394,ha,6
CHuDLnJ,People & Blogs,PT14M13S,"['라면', 'instant noodles', '새우라면', '그까이꺼']",집 나간 입맛 돌아오게 만드는 채널 먹두리에서 여러분께 정말 맛있는 먹방 보여 드립니다.  아~ 배고파~[구독과 좋아요]  많이 많이 부탁드립니다.^^,2021-06-08,2021-06-09,27,43,591036,874283,10324,12722,307,418,1762,2093,25200,29700,1244742,1745743,6,7,grilled,6
CHuDLnJ,People & Blogs,PT19M44S,"['그까이꺼', '시골밥상', '맛있는 점심', '먹두리']",집 나간 입맛 돌아오게 만드는 채널 먹두리에서 여러분께 정말 맛있는 먹방 보여 드립니다.  아~ 배고파~[구독과 좋아요]  많이 많이 부탁드립니다.^^,2021-06-03,2021-06-03,45,45,117237,117237,4651,4651,93,93,800,800,10800,10800,293589,293589,5,5,grilled,6
CHiNS0K,Howto & Style,PT1M,"['통스팸 맛있게', '통스팸 레시피', '스팸 맛있는 요리', '스팸 더 맛있게', '스팸 맛있게 만들기', '스팸 더 맛있게 먹는법']","#shorts #통스팸 #에어프라이어오늘은 통스팸을 가지고 계란빵을 만들어봤습니다.치즈맛 통스팸으로 만들면 더욱 맛있고, 에어프라이어만 있으면간단하니 한번 해보길![재료]1.통스팸2.계란(우유도 상관 없음)3.핫케이크가루4.파슬리(없어도 됨)[레시피]1.스팸을 꺼내서 칼집을 내준다2.그리고 스팸을 파낸다3.핫케이크반죽을 만들어서 50%~60%정도 채워준다(가루와 우유 또는 계란/물의 비율은 1 대 1 정도가 적합)4.그 위에 계란을 올려준다5.에어프라이기에 180도 20분 돌려준다.(저는 그랬어염)6.꺼내서 먹어준다 냠냠(모짜렐라 치즈 추가 시  이 세상 음식 아니게 된다)▬▬▬▬▬브금 정말 잘 썼습니다▬▬▬▬▬▬🎵Music provided by 평범한 피아니스트🎵Track : Comedian - https://youtu.be/Fi4JyIeeZaw▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬",2021-07-02,2021-07-02,47,47,211456,211456,6407,6407,155,155,134,134,18700,18700,12568670,12568670,59,59,만들기,6
CHYVZ6z,Autos & Vehicles,PT10M10S,"['엔진오일', '방어운전', '꿀팁', '썬팅', '운전', '초보운전', '안전운전', '자동차리뷰', '자동차꿀팁']",많은분들이 도움되셨으면 합니다#썬팅#틴팅#여름,2021-06-04,2021-06-05,44,48,129490,166867,2227,2617,65,87,430,499,163000,163000,34032737,34179373,227,227,꿀팁,6
CHXURHJ,People & Blogs,PT6M2S,Null,NCT DREAM's 1st Album Repackage Hello Future is out!Listen and download on your favorite platform: https://smarturl.it/NCTDREAM_HelloFuture🌈'Hello Future’🌈MV : https://www.youtube.com/watch?v=QPUjV7epJqE#NCTDREAM #HelloFuture #Reaction#NCT #엔시티 #엔시티드림#NCTDREAM_HelloFutureNCT DREAM Officialhttp://www.youtube.com/nctdream​​http://www.instagram.com/nct_dream​​http://www.tiktok.com/@official_nct​​http://twitter.com/NCTsmtown_DREAM​​http://www.facebook.com/NCTDREAM.smto...https://www.vlive.tv/channel/DB547B​NCT Officialhttp://www.youtube.com/nctsmtownhttp://www.instagram.com/ncthttp://www.tiktok.com/@official_ncthttp://twitter.com/NCTsmtownhttp://www.facebook.com/NCT.smtownhttps://vlive.tv/channel/F3C16D,2021-07-02,2021-07-02,34,34,777864,777864,163359,163359,157,157,3825,3825,3630000,3630000,197401974,197401974,214,214,nct,6
CHXURHJ,People & Blogs,PT3M34S,Null,💚'Hello Future' MV: https://youtu.be/QPUjV7epJqENCT DREAM's 1st Album Repackage Hello Future is out!Listen and download on your favorite platform: https://smarturl.it/NCTDREAM_HelloFutureNCT DREAM Officialhttp://www.youtube.com/nctdream http://www.instagram.com/nct_dreamhttp://www.tiktok.com/@official_ncthttp://twitter.com/NCTsmtown_DREAMhttp://www.facebook.com/NCTDREAM.smtownhttp://www.vlive.tv/channel/DB547B#NCTDREAM #HelloFuture #NCTDREAM_HelloFuture#오르골 #Life_Is_Still_Going_On #DREAMVERSE,2021-06-27,2021-06-29,7,45,1549955,2351328,372532,458318,1849,2653,18597,23639,3570000,3600000,189008291,192807606,213,213,nct,6
CHF4Wxd,News & Politics,PT2M51S,"['광주', '정오뉴스', '뉴스투데이', '아침뉴스', '매몰', 'newstoday', '철거', '지역m', '뉴스', 'mbc뉴스', 'newsdesk', 'news', '8시뉴스', 'mbc', '뉴스데스크']","새 아파트 단지가 들어설 재개발 지역, 마지막으로 남아 있던 5층 짜리 건물, 빨리 부술 생각만 했지 생명과 안전을 위한 고민과 대책은 없었습니다.그렇게 9명이 숨졌고 8명이 심하게 다쳤습니다.특히, 철거 비용과 시간을 줄이기 위해서 건물을 한 번에 무너 뜨린다고 건물의 밑동, 그러니까 아래 층부터 철거한 정황이 확인 됐습니다.https://imnews.imbc.com/replay/2021/nwdesk/article/6266647_34936.html#광주 #철거 #매몰",2021-06-12,2021-06-12,49,49,778912,778912,4818,4818,187,187,3286,3286,1360000,1360000,2906486289,2906486289,109585,109585,8시뉴스,6
